Income,Expenses,Savings,Loan Amount,Credit Score,Investments,Age,Employment Status,Marital Status,Dependents
13031,1561,1156,2842,836,26772,28,Retired,Single,3
4734,2654,988,16017,735,38811,53,Employed,Married,4
8120,5216,2466,13836,822,6116,26,Employed,Single,4
13811,6742,1828,14186,743,17303,55,Employed,Married,3
9393,7059,2077,1664,507,20517,18,Unemployed,Married,4
5196,6522,2345,14420,575,2636,44,Employed,Married,2
6466,7985,1084,3948,796,42590,20,Unemployed,Single,2
4906,2942,2505,3634,596,27802,56,Retired,Married,2
4721,3153,4044,16598,673,8811,26,Employed,Single,4
14883,4002,2351,3072,483,16223,57,Unemployed,Married,1
4816,4769,3005,2459,331,11581,45,Unemployed,Married,0
11444,1781,4435,3706,582,21919,38,Unemployed,Single,1
7227,4903,2495,17590,731,18482,45,Employed,Single,3
14711,2735,76,8601,818,3604,62,Unemployed,Married,1
13099,6260,2562,3469,761,1207,41,Employed,Single,1
13102,8440,1572,4847,667,29390,35,Employed,Married,3
13713,2285,4187,348,551,9463,68,Retired,Single,1
8775,4694,4561,3651,465,37446,26,Retired,Married,0
6849,6289,3670,2878,828,25990,43,Employed,Single,4
8228,5275,3111,11857,670,37236,41,Retired,Single,3
9849,6850,2737,4749,402,13671,69,Unemployed,Single,1
4058,2033,1352,11261,425,10476,23,Employed,Single,2
14730,5163,946,11304,337,5986,29,Retired,Married,2
5322,1629,4649,2,647,43622,53,Unemployed,Single,3
11378,4459,3868,17501,512,29590,26,Employed,Single,2
3948,3358,3137,12694,618,16526,27,Unemployed,Single,0
11179,5149,3486,14353,725,43001,20,Employed,Married,1
13482,4597,4187,1517,546,7803,66,Retired,Married,0
7359,5012,1002,10087,585,12905,46,Unemployed,Single,0
8660,6360,4463,19963,530,3461,24,Retired,Married,4
10254,2223,819,13175,619,41713,43,Unemployed,Married,1
11401,2237,422,18763,811,6673,25,Unemployed,Single,3
5093,2799,571,19207,820,11954,60,Unemployed,Married,2
14730,4980,2909,17232,524,47772,30,Unemployed,Single,4
4563,1839,4530,5036,805,11420,52,Retired,Single,0
11217,1652,1423,16589,406,47735,36,Unemployed,Married,2
3174,7184,1633,520,630,18327,63,Retired,Married,1
4334,4551,1753,19960,304,30564,39,Unemployed,Single,0
3321,1926,467,15705,767,5156,33,Employed,Single,0
8698,8646,4887,6258,815,13251,32,Employed,Single,1
14419,9625,2922,2134,462,14520,19,Unemployed,Married,3
13064,7847,2303,15454,830,17549,55,Employed,Married,4
8604,3872,1706,4838,381,2905,38,Unemployed,Married,1
9742,9626,72,18859,780,10515,47,Retired,Married,2
13259,2449,146,785,815,17734,24,Employed,Single,2
10436,9195,316,8143,486,49188,48,Unemployed,Married,0
11524,2873,605,15050,445,27886,58,Unemployed,Married,4
8674,8582,574,13635,451,37077,58,Retired,Married,3
8002,3982,1177,10982,662,6661,66,Retired,Single,3
14183,9093,3326,13409,392,34699,52,Unemployed,Married,2
3910,1870,3422,15988,330,4838,21,Unemployed,Single,3
3949,9337,2594,18541,839,47960,51,Unemployed,Married,2
8425,3796,2882,3528,348,43073,18,Unemployed,Single,4
13267,8534,311,3559,557,11378,27,Unemployed,Single,0
5514,7824,2855,14120,817,9058,47,Unemployed,Single,2
14523,8642,764,2937,840,2989,49,Retired,Single,4
10701,8528,2995,8138,709,10577,20,Employed,Married,2
14221,7979,3200,5141,455,20868,27,Unemployed,Married,1
3100,5645,435,17105,845,48963,26,Unemployed,Married,2
7646,5521,3351,17307,739,25270,34,Retired,Single,4
9945,3864,4453,835,536,34884,64,Employed,Single,3
5400,6730,2977,18877,667,29527,20,Retired,Single,2
14563,7470,2930,2979,356,43187,44,Retired,Single,0
8801,8800,2299,10517,474,40730,52,Unemployed,Married,4
5343,8255,134,12116,513,39735,21,Unemployed,Married,3
3352,2504,3914,2424,326,16981,21,Retired,Single,4
5955,8557,4618,14567,418,28080,66,Unemployed,Married,2
4018,5255,803,16104,446,12797,49,Unemployed,Single,1
4179,4346,2707,14927,564,27457,55,Unemployed,Married,1
8193,7762,2366,4521,702,21917,28,Employed,Married,0
6536,4464,4175,11318,557,9871,61,Employed,Single,0
14842,6137,3262,14280,488,20053,56,Unemployed,Married,3
5502,4255,1476,14776,798,26823,62,Retired,Single,1
6819,5124,3415,18760,538,2191,23,Employed,Married,2
9855,4232,2461,15180,626,18514,52,Retired,Single,4
3979,7973,3942,16837,369,18787,63,Unemployed,Single,4
3976,7851,2040,3459,324,39398,49,Retired,Single,1
12563,3193,4463,19931,455,32528,63,Retired,Married,1
5280,2184,1006,1148,518,10522,40,Employed,Married,4
8897,4419,992,16906,678,6030,59,Retired,Single,3
3107,8666,4691,4577,493,2381,54,Retired,Single,4
12164,5256,1896,16505,339,17753,43,Employed,Married,0
4626,6954,3065,15672,642,6092,51,Unemployed,Single,2
11895,4783,2748,6630,802,23084,55,Retired,Single,1
9229,6191,2661,3722,749,15557,28,Unemployed,Married,1
9877,8328,2978,19467,635,9567,67,Unemployed,Single,3
3874,8850,1823,5930,303,15616,38,Unemployed,Single,0
8543,2656,3407,13388,816,20144,60,Employed,Single,4
6809,4561,4506,19691,796,28866,41,Unemployed,Married,0
13603,8657,4482,3642,525,35711,32,Retired,Married,0
5107,7419,1748,19201,449,49743,20,Unemployed,Single,3
14745,7393,2661,7421,537,26386,19,Unemployed,Single,3
12465,5945,18,7047,402,22306,24,Unemployed,Married,4
3559,7936,3358,13554,474,47901,22,Retired,Single,4
11308,2792,275,5588,760,24013,62,Unemployed,Single,2
7969,9402,4078,15260,333,30006,57,Unemployed,Single,0
6046,3567,4754,9316,817,7885,46,Unemployed,Married,4
3043,3479,2945,9849,739,42369,58,Employed,Married,3
3508,3236,4647,9945,584,33821,49,Retired,Married,2
9107,3418,4774,12794,524,38564,47,Employed,Single,2
6439,2200,4698,19786,556,15045,25,Retired,Single,3
6928,5546,364,4332,358,26674,49,Unemployed,Married,4
8411,3573,1973,15329,545,19780,59,Retired,Single,3
3916,6161,794,15698,818,26550,19,Retired,Married,4
14137,1894,589,14841,513,25235,27,Retired,Single,3
3798,4548,4294,16548,515,13841,60,Retired,Married,3
7971,4952,4313,6989,702,49284,60,Employed,Married,1
4760,2022,740,18340,582,48184,54,Retired,Married,4
13525,2968,4745,3860,514,22305,63,Employed,Single,0
6275,7730,2194,19159,681,41021,20,Employed,Single,1
3818,9616,669,1768,344,22223,69,Unemployed,Married,1
13360,8311,1437,13743,471,44184,40,Retired,Single,1
8040,2921,4760,6226,520,19942,51,Unemployed,Married,1
14927,9487,855,12718,684,12882,35,Retired,Married,0
6065,1785,2377,11888,394,25714,50,Employed,Married,1
6259,4245,4990,6621,343,45133,50,Employed,Married,0
3906,8608,4033,17166,527,47901,34,Employed,Single,0
3602,5964,1893,140,616,22021,23,Retired,Married,1
7295,2945,1186,17103,634,44201,30,Retired,Single,2
13825,7337,1842,1650,766,24013,38,Retired,Married,0
12983,2966,326,7885,596,18721,48,Retired,Married,1
6527,8667,3226,19957,844,13281,38,Retired,Married,3
7543,9979,2400,14264,788,15008,50,Unemployed,Married,3
4811,5926,4278,1015,514,3294,45,Retired,Married,4
12032,7432,4550,14690,823,20061,23,Unemployed,Married,0
14334,2678,4101,8534,301,33840,25,Retired,Married,0
10963,4051,4015,6292,506,41004,30,Retired,Single,3
8249,5870,4306,10775,640,16089,51,Retired,Single,0
13282,7822,50,19504,706,11237,57,Retired,Single,0
7615,6362,1468,16371,605,12694,39,Employed,Single,3
12228,7355,1009,18207,806,21936,18,Employed,Single,1
11916,2703,4472,16394,768,37269,30,Unemployed,Married,3
9766,8849,3557,15547,794,11468,18,Unemployed,Married,2
12179,7886,1074,9305,560,19461,27,Retired,Single,3
3802,2619,153,8813,663,10840,22,Retired,Married,3
5582,9888,581,900,813,9526,37,Retired,Married,1
9445,5475,787,3747,840,13464,30,Retired,Married,3
6837,2792,4886,12256,754,12063,54,Employed,Single,3
11718,5155,3381,17855,443,36383,27,Unemployed,Single,1
4665,6286,2267,3103,491,15744,20,Unemployed,Single,3
12330,3717,4258,8518,652,14064,51,Unemployed,Married,1
11651,8090,970,73,598,22740,51,Employed,Single,2
9975,2517,647,16634,759,14589,47,Retired,Married,1
5552,6676,945,2497,726,1932,54,Employed,Married,0
10475,5090,4784,8487,330,18019,21,Employed,Married,0
5808,9739,1495,16681,631,23157,51,Unemployed,Married,1
14090,7676,2047,12799,710,18574,49,Employed,Married,3
8633,8147,1172,6517,351,49312,38,Unemployed,Single,4
14435,6222,4218,11816,683,6508,58,Employed,Single,4
9096,7515,4899,13405,542,33779,41,Unemployed,Single,2
13523,6622,2886,18018,716,45962,26,Unemployed,Married,2
14877,9183,4158,8244,774,31888,58,Retired,Single,4
11823,3589,732,5615,691,46886,41,Unemployed,Single,4
5456,3556,3087,10468,688,27025,42,Employed,Married,1
12173,5180,3461,10879,768,9060,53,Unemployed,Single,4
8423,6385,1657,19228,707,34216,25,Employed,Married,0
7317,4614,478,13078,818,8661,67,Unemployed,Married,2
4556,8883,1137,4590,488,36264,58,Retired,Married,2
5205,3129,3953,10910,650,6885,46,Retired,Married,0
6955,3043,976,12127,582,1426,42,Employed,Single,2
12113,9012,236,7884,456,40867,52,Unemployed,Single,4
9805,7269,2523,662,447,26491,55,Employed,Married,2
3404,3404,4043,8199,369,20553,45,Retired,Single,0
4620,2936,597,19471,669,13918,36,Employed,Single,2
5952,6531,1702,668,814,13513,49,Employed,Married,4
11080,4817,2176,9477,533,17830,54,Unemployed,Married,1
6118,5616,2557,160,766,45695,66,Retired,Married,4
10380,6052,164,10590,586,31171,68,Retired,Single,2
9630,7063,2324,11437,593,3250,45,Unemployed,Single,3
12786,7623,3039,6460,780,14608,52,Unemployed,Married,2
3565,4561,569,16401,433,3681,25,Unemployed,Married,2
7799,9589,3328,2533,307,18785,58,Retired,Married,0
10670,9956,140,4446,327,4407,40,Retired,Single,3
5868,5231,685,13159,819,40529,57,Unemployed,Married,0
12049,7827,686,5554,609,49901,63,Employed,Single,0
12476,4817,3280,15268,840,18427,40,Retired,Married,4
11776,3546,2763,10509,793,22747,49,Unemployed,Single,1
7327,4644,3590,2918,333,14555,27,Unemployed,Single,2
9413,4721,2038,13379,306,28594,34,Employed,Married,3
10614,6564,1074,16699,339,1391,52,Unemployed,Single,2
4245,2222,2225,14132,629,5819,52,Employed,Single,0
11243,9275,1341,18595,361,24263,20,Employed,Single,1
13355,9064,1689,7069,385,6984,53,Retired,Married,0
3537,9775,3010,8511,415,7363,46,Unemployed,Single,2
3540,6335,363,6422,596,6127,66,Retired,Single,4
3814,5319,1067,4527,678,40357,63,Retired,Single,2
4415,4864,2640,19099,621,44394,44,Retired,Married,0
14030,7589,3749,15622,694,13512,48,Unemployed,Married,3
4652,5818,2030,6665,656,49468,51,Unemployed,Married,3
13857,8436,617,7107,718,5037,29,Unemployed,Single,3
7062,4280,4454,15531,777,28623,54,Retired,Married,3
5356,8898,3146,5132,635,7854,42,Employed,Married,3
6810,3952,1982,10471,319,26733,19,Retired,Married,1
12055,6788,193,8662,711,20633,47,Employed,Married,1
3185,1925,4458,6782,848,29203,61,Unemployed,Single,4
4551,5475,1119,18991,558,35311,26,Unemployed,Married,3
13399,8169,4202,19716,656,18175,40,Retired,Married,0
10013,3624,526,15993,500,47618,26,Employed,Married,0
3761,2800,1952,14590,710,26012,37,Unemployed,Married,2
12471,6515,4879,6745,587,22554,18,Unemployed,Single,3
9163,3464,1782,5634,347,29090,56,Retired,Single,0
10635,7067,2673,12567,669,46636,40,Retired,Married,4
14886,6779,2397,6260,530,39866,35,Retired,Single,0
6281,3860,3724,14945,394,33712,59,Employed,Single,4
4536,3539,2589,17569,602,41216,49,Employed,Married,3
9201,2684,3526,6109,517,40979,64,Unemployed,Single,2
6164,5434,3849,915,686,8798,26,Retired,Married,2
5770,7294,1634,18001,390,46420,28,Unemployed,Single,1
13155,9672,3009,13669,357,21748,18,Employed,Married,3
10399,2277,93,9875,733,2716,28,Unemployed,Single,0
6845,4879,3794,14853,821,37404,50,Unemployed,Single,2
6435,3918,3366,2425,782,45324,47,Retired,Married,4
7710,5577,2946,425,666,8870,22,Unemployed,Single,4
3561,3939,88,1787,706,14682,67,Retired,Married,0
13613,9304,2550,2584,817,23055,18,Unemployed,Single,0
7717,6769,2814,4648,630,46133,27,Unemployed,Married,3
10623,7087,1445,16552,534,9380,30,Employed,Single,0
13327,3489,4621,514,710,6726,44,Employed,Single,0
10187,9368,1830,3435,482,8557,25,Unemployed,Single,0
13253,2444,2741,4525,586,32768,45,Unemployed,Single,2
5180,9720,554,19000,422,25166,62,Retired,Single,3
4960,3397,3764,10569,457,36486,69,Employed,Married,0
6879,7251,2434,3204,622,41655,19,Employed,Married,0
8153,6650,680,7765,312,29506,29,Unemployed,Married,4
10035,3197,1631,10696,503,41771,44,Retired,Married,2
14471,7385,202,16142,601,25102,30,Employed,Single,0
6270,3165,4542,14679,342,49291,39,Unemployed,Married,2
7687,3285,3918,1117,805,10094,57,Unemployed,Married,3
3582,7448,3139,1405,490,42300,32,Unemployed,Single,3
12805,4107,4873,12131,359,20265,48,Unemployed,Married,1
12293,4130,2225,15097,765,24094,24,Unemployed,Single,4
3288,9160,1686,5414,678,14353,56,Employed,Married,1
8664,1738,828,6341,728,46953,66,Employed,Single,2
10979,5036,4654,4174,361,16173,68,Retired,Single,4
6859,5361,2022,17061,601,34411,52,Unemployed,Single,0
6060,9991,102,8742,471,12264,24,Retired,Married,4
14118,9399,1557,213,804,34445,29,Unemployed,Single,4
4183,8645,4211,1666,362,16931,31,Unemployed,Married,3
7335,7361,4954,13276,315,43059,51,Unemployed,Single,1
4446,1748,4087,9085,400,3650,56,Retired,Single,3
9679,5823,2511,12268,475,4469,65,Unemployed,Single,3
12941,8601,103,19170,492,41654,26,Retired,Single,1
9213,4360,3438,1261,572,44024,50,Employed,Single,3
4903,2223,2857,17556,766,12592,29,Unemployed,Single,4
14367,2069,806,13890,474,44831,51,Retired,Married,2
10894,9911,4655,18438,533,44390,44,Employed,Single,0
12269,4334,2074,13544,515,6684,39,Unemployed,Single,0
5377,9428,526,10084,790,14457,35,Employed,Married,3
3847,8171,3436,15139,716,7596,63,Unemployed,Married,1
10370,3622,297,19199,832,16151,61,Retired,Single,4
14068,5500,4872,16121,750,8074,35,Unemployed,Single,3
9341,4589,360,5196,579,34259,54,Unemployed,Single,4
4239,8665,3717,4584,543,33979,24,Retired,Single,4
8600,8710,4599,5021,445,47412,21,Retired,Married,0
12524,1549,1976,10182,366,41743,62,Retired,Married,2
14698,2014,2077,12509,402,4722,33,Unemployed,Married,2
13571,6171,3411,10652,609,12709,39,Employed,Married,1
7791,9249,2173,2631,416,43925,65,Retired,Married,2
14429,2665,4691,6345,771,17687,68,Employed,Single,3
5365,1914,1589,8096,620,37540,53,Retired,Married,0
13604,2604,1389,14906,734,19165,37,Retired,Single,0
14366,6358,3514,6300,669,47889,48,Unemployed,Married,4
8055,4856,262,5844,486,36993,69,Retired,Married,3
8622,3916,2983,18560,768,30194,50,Employed,Single,3
3372,7111,2919,5362,772,42767,30,Unemployed,Single,4
10783,6965,1863,8097,753,12382,69,Retired,Single,4
4949,9895,1,5599,745,29618,37,Employed,Single,0
3244,8692,1933,14605,393,21587,58,Unemployed,Single,3
13032,7172,393,4258,337,2353,59,Employed,Single,2
10795,9760,305,6640,781,9371,55,Unemployed,Married,2
8772,5063,529,4288,410,10072,39,Unemployed,Married,0
14619,7883,4623,17261,709,5698,56,Unemployed,Married,2
3124,8333,3379,18928,467,20184,40,Retired,Married,2
13945,6252,964,5059,696,7902,65,Unemployed,Married,3
4919,9623,4019,15141,426,21647,66,Retired,Married,3
12827,5285,670,2600,341,30140,50,Retired,Married,1
12617,6523,4068,15902,340,36005,58,Retired,Married,3
12732,2482,2252,19912,786,31221,47,Retired,Single,1
3530,2845,2672,18792,698,35546,31,Unemployed,Married,3
10849,7191,1713,4860,481,18004,64,Retired,Married,4
9929,7502,4044,10165,480,13505,53,Employed,Single,3
7349,2026,4816,2334,763,22814,25,Employed,Single,1
14295,8147,635,767,349,40147,64,Unemployed,Married,2
7756,8752,3499,11737,707,38031,39,Retired,Single,3
4801,2430,4652,13372,700,44787,21,Employed,Single,2
8156,3782,1117,7085,445,36008,68,Employed,Single,2
10856,3446,2154,744,597,15577,52,Retired,Single,3
8461,4860,4223,18940,444,9043,25,Retired,Married,3
12228,9612,37,4161,315,35130,51,Unemployed,Single,4
8302,4425,1632,13821,384,28414,39,Employed,Married,1
14920,5125,4293,9586,515,40303,42,Unemployed,Single,3
10432,6969,3775,286,781,7744,42,Employed,Single,2
9189,2723,2054,3247,351,42052,57,Retired,Single,2
14655,8610,4085,10794,847,40260,57,Employed,Single,3
4142,6492,3403,5099,406,41270,34,Employed,Single,1
10076,6287,518,16387,518,4470,33,Employed,Single,2
10614,8318,2241,16061,636,32643,65,Retired,Single,4
12947,6226,2363,411,670,28811,65,Retired,Single,2
7840,3872,1041,13798,553,5201,56,Employed,Single,1
4629,4799,4715,15704,704,6351,32,Employed,Married,0
8062,7951,1394,10109,329,16327,34,Retired,Married,4
3762,5309,2869,1356,484,49685,52,Retired,Married,4
9905,3907,3676,8349,588,28340,50,Retired,Single,0
7889,6364,3721,17984,658,29180,57,Employed,Single,4
7839,6527,3772,5706,773,14488,56,Unemployed,Single,4
6957,5760,234,11681,699,31374,35,Unemployed,Married,4
3557,6328,3140,7196,432,6413,47,Retired,Single,2
7621,9815,446,18766,801,41200,40,Unemployed,Married,2
3839,3374,4705,13549,802,23355,54,Employed,Married,3
11194,4623,7,16536,376,14831,64,Unemployed,Single,3
12243,5724,4557,9821,649,24821,24,Unemployed,Married,2
12596,6754,999,2796,359,12426,27,Unemployed,Single,4
11348,4698,1334,11073,754,37396,33,Retired,Married,1
9998,8582,133,7282,764,47132,45,Employed,Single,0
13129,2710,2432,6951,610,39120,40,Retired,Single,3
3510,6904,55,19189,390,29085,51,Unemployed,Single,4
14596,5617,3185,4080,597,36669,35,Retired,Single,3
4137,6929,1111,11662,624,48786,64,Employed,Single,1
8606,6258,3179,9247,579,18925,40,Employed,Married,4
14513,9682,1523,10771,417,47006,68,Employed,Single,2
7666,1875,143,10957,570,3091,37,Employed,Single,1
11906,8913,2916,1328,816,11842,48,Unemployed,Married,3
8434,5898,2103,12236,400,10923,31,Unemployed,Married,4
13478,5359,619,18776,687,14827,40,Unemployed,Single,4
9446,3186,1886,3153,585,48736,19,Unemployed,Married,0
5654,6512,2020,166,352,25126,46,Unemployed,Single,0
3990,1756,1408,14652,539,9283,67,Retired,Single,0
10820,5100,2921,19638,513,5854,26,Employed,Single,2
5160,1550,4734,15233,660,38817,50,Unemployed,Married,4
8740,8090,3373,1885,663,6557,65,Employed,Single,4
7457,8937,3476,14708,626,5432,61,Employed,Single,3
13336,2094,836,7529,775,13006,29,Unemployed,Single,2
5063,6231,3902,899,396,30989,36,Unemployed,Single,0
13795,5373,1585,2248,626,41755,59,Employed,Single,4
4977,7248,4875,11455,372,38788,37,Employed,Single,0
11567,6737,836,3412,555,27887,54,Employed,Single,1
11933,2976,2557,11769,469,23632,48,Retired,Married,2
5667,6370,2859,15947,632,31943,52,Retired,Single,0
12432,9532,4360,10379,456,29066,58,Employed,Single,2
14662,4520,1397,6449,718,1977,38,Retired,Single,4
7919,7566,3822,9411,757,21594,64,Employed,Married,1
13559,9553,4397,3132,398,40802,63,Employed,Married,3
13435,9566,3430,8155,543,35026,60,Unemployed,Single,1
14741,9667,804,8136,776,45815,30,Employed,Single,2
11609,6280,1075,359,740,18681,56,Unemployed,Married,1
10642,5545,4194,6450,493,11170,44,Unemployed,Single,4
11798,3733,2640,10231,674,8397,42,Employed,Single,2
11759,9617,3084,11346,666,40640,19,Retired,Single,2
3543,7859,1413,14852,454,31083,52,Employed,Single,4
3883,5697,4452,17114,798,2732,69,Employed,Married,0
7798,2115,1663,7067,833,49628,25,Retired,Single,3
11040,3066,2975,9689,757,3942,50,Unemployed,Married,1
12415,3839,4106,17801,412,32548,42,Retired,Single,3
14085,9609,4176,7767,323,10429,38,Employed,Married,3
8718,8874,2053,3763,582,30741,53,Employed,Single,4
5068,8207,2420,6928,591,38268,30,Retired,Single,0
10478,1878,2528,878,662,23517,63,Retired,Married,3
11120,4965,4317,19268,700,30949,26,Retired,Single,2
10820,7505,1940,10787,565,29899,52,Unemployed,Married,0
14901,3771,3152,18681,353,16068,63,Retired,Married,4
4786,2507,1946,8852,721,48994,53,Employed,Single,3
8715,8300,514,11336,773,1165,66,Retired,Single,4
12649,1609,220,13487,542,13872,64,Employed,Married,1
13106,4271,227,7371,653,22216,61,Unemployed,Married,4
11269,5383,2337,1269,687,31206,63,Unemployed,Married,2
14805,4100,4388,12898,477,30269,68,Retired,Single,4
4308,7018,3264,17678,774,30264,27,Employed,Single,0
11839,4743,955,17393,704,13219,22,Unemployed,Single,1
13379,2505,1497,10283,335,20158,48,Retired,Married,2
11744,1805,1280,18141,657,26989,41,Unemployed,Single,1
